target_support,observed_target,residual
Native footprints,0.5145585536956787,-0.2625679739888366
Native footprints,0.3150241374969482,-0.0410547758275715
Native footprints,0.2098162174224853,0.0689272753527893
Native footprints,0.2692959308624267,-0.0367229137261342
Native footprints,0.3731684684753418,-0.1312886885855942
Native footprints,0.5988872051239014,-0.3037329760075217
Native footprints,0.2888133525848388,-0.007203215534218
Native footprints,0.1992924213409423,0.083067244385477
Native footprints,0.3927845954895019,-0.1415246183609357
Native footprints,0.3321676254272461,-0.0593679395289171
Native footprints,0.5337386131286621,-0.2365466844037987
Native footprints,0.3849918842315674,-0.1172318776178304
Native footprints,0.3349087238311767,-0.0524308083382255
Native footprints,0.2593140602111816,-0.002910847063442
Native footprints,0.2328078746795654,0.1110652582478998
Native footprints,0.211655855178833,0.059508456386714
Native footprints,0.3750967979431152,-0.096418058801342
Native footprints,0.0349490642547607,0.2032281329322675
Native footprints,0.4176883697509765,-0.1323235035376873
Native footprints,0.4587178230285644,-0.2132196309573332
Native footprints,0.3013591766357422,-0.0559667498550431
Native footprints,0.2165367603302002,0.039247198268449
Native footprints,0.3242850303649902,-0.0180347707567473
Native footprints,0.4233927726745605,-0.1263851049996469
Native footprints,0.3598146438598633,-0.0623995589608057
Native footprints,0.290809154510498,-0.0144610860589582
Native footprints,0.3359260559082031,-0.060393251346386
Native footprints,0.3476936817169189,-0.0821071088794745
Native footprints,-0.0478632450103759,0.2875345763096945
Native footprints,0.4171230792999267,-0.0980858635499986
Native footprints,0.4733734130859375,-0.2113949151611516
Native footprints,0.4734961986541748,-0.1733592832664888
Native footprints,0.4257423877716064,-0.1427760746696491
Native footprints,0.2406671047210693,0.1140491483675058
Native footprints,0.2677891254425049,0.0883207571254056
Native footprints,0.2144942283630371,0.1326059729011875
Native footprints,0.0937166064977645,0.2285687815680082
Native footprints,0.3910093307495117,-0.0382559931109755
Native footprints,0.30153489112854,0.0853407279728316
Native footprints,0.423828125,-0.0866365793345964
Native footprints,0.3569858074188232,-0.0077743493631983
Native footprints,0.2489857673645019,0.1302764992586812
Native footprints,-0.0386979579925537,0.3936206497137511
Native footprints,0.1727602481842041,0.1242423275422674
Native footprints,0.2595076560974121,0.0749612922196578
Native footprints,0.2718739509582519,0.1026869748822446
Native footprints,0.233802318572998,0.0996563380941393
Native footprints,0.5214979648590088,-0.2008904965024587
Native footprints,0.3821022510528564,-0.0556755445098626
Native footprints,0.3753981590270996,-0.0738287190358338
Native footprints,0.2955625057220459,0.0612885314136831
Native footprints,0.3664259910583496,-0.0405800427072484
Native footprints,0.2664768695831299,0.0280238110181457
Native footprints,0.2286741733551025,0.0671523463275745
Native footprints,0.4913325309753418,-0.1557103790336904
Native footprints,0.2421212196350097,0.0945724193610439
Native footprints,0.3914225101470947,-0.0910130221458156
Native footprints,0.2086141109466552,0.1341057263330639
Native footprints,0.4032003879547119,-0.0804230747252892
Native footprints,0.0215444564819335,0.3271406290720869
Native footprints,0.3801250457763672,-0.0610201316516697
Native footprints,0.4118745326995849,-0.0469587081144488
Native footprints,0.3795771598815918,-0.0256589623509561
Native footprints,0.099332571029663,0.2740420535213784
Native footprints,0.197200059890747,0.1571949096557649
Native footprints,0.5067367553710938,-0.0877578123641768
Native footprints,0.4035155773162842,-0.0247891615806608
Native footprints,0.401111364364624,0.0344145706158061
